application_id,cid,loan_product_id,loan_amount,interest_rate,loan_term_months,credit_score,annual_income,debt_to_income_ratio,application_date,status
65693,6610,12,23313,8.34,15,680,64794,0.5,2024-12-27,rejected
65694,8374,2,33716,3.48,52,688,74594,0.47,2025-01-10,approved
65695,5383,4,26088,5.16,81,606,78472,0.45,2022-10-03,rejected
65696,8541,12,5526,9.78,29,621,21753,0.59,2024-12-23,approved
65697,2716,10,3286,7.75,9,722,60299,0.58,2024-04-01,rejected
65698,4023,6,82605,10.11,48,734,23538,0.33,2024-06-23,approved
65699,3588,7,69959,5.83,55,684,68051,0.28,2024-02-13,rejected
65700,6378,16,489038,6.21,49,678,61111,0.53,2024-12-10,approved
65701,2835,12,36923,7.71,19,768,46363,0.48,2024-03-09,approved
65702,4002,20,6636,14.57,23,637,67778,0.51,2023-02-18,rejected
65703,6405,11,8771,6.33,23,619,16561,0.56,2025-03-03,approved
65704,4807,3,374060,4.13,151,627,40010,0.41,2023-09-02,rejected
65705,6533,10,3139,9.14,11,627,65957,0.22,2023-07-28,rejected
65706,8927,1,23786,6.13,51,648,60279,0.31,2022-05-24,rejected
65707,4880,6,62934,8.11,53,640,42063,0.54,2025-02-04,approved
65708,531,14,10940,9.27,24,747,74587,0.49,2024-09-25,rejected
65709,2305,16,248527,6.28,67,675,30658,0.46,2022-05-11,rejected
65710,5463,2,18017,5.76,43,741,40529,0.13,2023-12-10,rejected
65711,5073,15,489466,3.27,101,774,59944,0.35,2022-10-23,approved
65712,5399,17,158991,6.66,44,692,79434,0.2,2023-02-19,approved
65713,7359,8,37100,7.89,215,656,41535,0.29,2023-10-26,rejected
65714,4779,18,39936,3.79,35,713,99429,0.13,2023-01-25,approved
65715,252,10,4247,7.91,8,690,52331,0.24,2024-08-15,rejected
65716,4103,5,131676,10.86,44,699,54896,0.1,2023-04-18,rejected
65717,7127,1,14580,9.16,35,708,77720,0.44,2022-09-06,approved
65718,1303,8,40785,7.65,212,670,33717,0.49,2023-01-10,rejected
65719,1650,15,177100,2.11,232,706,45860,0.5,2023-11-23,rejected
65720,7402,19,8834,14.95,6,710,45275,0.35,2024-12-19,approved
65721,8232,4,6782,8.56,86,619,75316,0.58,2022-11-30,approved
65722,6744,2,33876,6.57,75,672,88602,0.22,2024-02-02,approved
65723,3668,13,9887,13.36,22,627,70438,0.52,2022-11-14,approved
65724,6511,2,21240,3.35,25,717,51204,0.34,2023-11-30,approved
65725,2744,15,106433,3.78,244,679,86525,0.57,2025-02-13,approved
65726,3951,19,10215,13.2,21,706,33827,0.54,2024-11-21,approved
65727,2791,14,15789,11.62,21,753,51355,0.24,2024-10-26,approved
65728,6966,15,250494,3.48,127,687,32975,0.37,2025-02-27,rejected
65729,7213,5,148752,5.48,102,630,44194,0.17,2023-06-09,approved
65730,7953,20,30740,14.62,53,746,72726,0.38,2022-08-14,approved
65731,1015,2,39530,6.49,24,729,54162,0.55,2024-02-05,approved
65732,1087,12,21819,6.86,36,683,89169,0.14,2022-11-23,approved
65733,1918,18,40189,4.84,42,733,51648,0.19,2024-02-14,approved
65734,7095,13,9985,8.04,6,722,58390,0.5,2022-06-21,approved
65735,4804,6,144816,9.62,27,660,41430,0.33,2023-09-13,approved
65736,7106,3,339799,3.22,140,668,67626,0.45,2023-08-30,approved
65737,3591,13,7752,8.85,23,683,61596,0.37,2022-05-11,approved
65738,8063,10,3204,12.34,14,651,66724,0.55,2024-07-23,rejected
65739,5191,20,38191,7.66,43,664,59667,0.42,2023-05-14,approved
65740,9159,9,768175,3.56,130,632,66467,0.56,2024-02-25,approved
65741,3508,15,81340,2.43,315,646,40808,0.11,2023-10-29,rejected
65742,7951,6,34444,9.83,55,598,48468,0.36,2025-01-11,rejected
65743,957,17,113962,5.35,15,692,34557,0.51,2024-03-02,approved
65744,1858,7,137839,7.62,32,693,38741,0.21,2024-10-24,approved
65745,5007,16,114415,4.63,43,737,72281,0.13,2024-09-16,approved
65746,4952,17,54083,8.89,50,724,-55,0.35,2023-05-18,rejected
65747,3091,3,371161,4.07,286,634,18741,0.51,2023-03-16,rejected
65748,557,5,26357,11.19,38,649,51111,0.42,2024-06-05,approved
65749,7797,15,447966,4.93,302,729,72890,0.43,2024-02-01,approved
65750,8007,16,242515,8.0,92,707,52098,0.26,2023-07-10,approved
65751,3707,1,20156,6.66,46,655,102651,0.15,2022-11-11,approved
65752,4512,15,310596,2.03,225,712,73674,0.28,2022-05-08,approved
65753,1609,14,6940,9.99,20,689,26662,0.1,2025-03-07,rejected
65754,6636,15,23026,2.16,298,689,17283,0.17,2023-11-17,rejected
65755,7296,12,24111,4.57,27,679,90796,0.23,2024-10-21,approved
65756,6817,9,816149,3.48,148,685,69031,0.36,2023-10-14,approved
65757,2491,18,18925,4.43,38,762,60640,0.54,2024-05-28,approved
65758,6733,13,4645,13.83,8,617,63259,0.33,2023-09-21,rejected
65759,7551,9,216911,3.21,300,722,39247,0.22,2024-09-30,rejected
65760,7698,13,3938,6.38,17,692,25502,0.23,2022-11-22,approved
65761,8155,16,257681,7.64,69,716,28068,0.55,2023-07-21,rejected
65762,4287,12,38709,7.94,21,668,87533,0.52,2022-06-16,approved
65763,1696,18,36053,5.45,34,660,34411,0.16,2023-02-08,approved
65764,3698,16,180115,7.21,76,594,82542,0.31,2022-11-11,rejected
65765,9646,7,59540,4.76,76,699,47486,0.34,2023-12-15,approved
65766,331,20,7676,12.29,14,701,71059,0.36,2023-10-21,rejected
65767,1766,5,124864,10.06,101,671,44984,0.41,2023-03-25,approved
65768,1579,16,417505,8.02,75,744,83353,0.11,2023-03-06,approved
65769,6473,4,27025,8.99,94,759,74721,0.58,2022-09-24,approved
65770,7906,5,120161,9.45,118,711,47070,0.3,2023-01-16,approved
65771,2998,12,26972,4.09,26,719,18345,0.29,2024-05-08,rejected
65772,7732,16,113322,7.43,107,677,57697,0.55,2022-06-20,approved
65773,7325,19,10191,6.28,16,643,60822,0.16,2024-09-28,rejected
65774,988,18,23460,3.53,41,673,37472,0.5,2024-05-30,rejected
65775,3334,6,74557,7.67,72,674,69904,0.28,2024-10-02,approved
65776,1901,15,240620,2.41,144,616,65396,0.36,2024-04-11,approved
65777,3115,6,75576,11.24,17,599,49698,0.17,2024-09-09,rejected
65778,9924,4,39077,4.56,71,668,61499,0.16,2023-11-05,rejected
65779,944,17,170500,9.4,15,740,48077,0.53,2024-07-19,approved
65780,5667,12,12043,4.51,21,702,33799,0.59,2024-07-09,rejected
65781,7590,5,67474,11.89,63,716,36047,0.24,2022-09-08,rejected
65782,6659,13,7389,7.55,22,755,27165,0.53,2023-07-16,rejected
65783,8994,17,77148,7.79,25,732,57603,0.42,2022-09-24,rejected
65784,4064,13,4970,6.5,17,757,45642,0.13,2023-07-17,rejected
65785,1900,18,31144,5.75,58,675,35138,0.56,2023-12-11,approved
65786,9332,7,211187,7.83,41,602,64400,0.35,2022-12-26,approved
65787,660,1,24121,5.54,29,724,45217,0.11,2024-07-08,rejected
65788,1243,7,35094,5.59,43,737,41944,0.56,2024-09-03,approved
65789,9472,2,18757,3.39,82,619,39882,0.43,2022-06-06,approved
65790,5350,13,9612,6.91,15,629,29244,0.14,2023-12-09,approved
65791,6537,8,12204,5.03,228,603,49818,0.58,2023-01-15,rejected
65792,8956,11,28707,11.64,59,670,46862,0.11,2024-08-20,approved
65793,8118,19,6292,9.94,23,728,32128,0.33,2024-05-06,rejected
65794,541,15,334779,2.76,286,702,44274,0.33,2024-06-12,approved
65795,5461,1,18809,9.33,52,615,38534,0.37,2023-09-27,approved
65796,1380,6,41864,6.95,35,606,28396,0.49,2023-01-18,approved
65797,5058,15,81790,2.03,109,673,51396,0.22,2025-03-18,approved
65798,4219,10,4664,16.82,21,729,43275,0.25,2024-03-15,approved
65799,9053,8,43050,6.92,70,675,31449,0.32,2024-12-06,rejected
65800,1228,8,21859,6.66,76,806,33220,0.16,2024-10-24,approved
65801,9338,5,172673,10.75,113,596,37809,0.38,2024-06-26,approved
65802,5722,17,184413,5.51,39,630,34054,0.52,2024-09-29,approved
65803,8231,16,476026,5.43,72,764,55605,0.41,2024-12-23,rejected
65804,3301,10,1836,10.61,30,645,52060,0.31,2022-11-21,approved
65805,8098,15,135002,4.16,146,784,22987,0.38,2022-03-28,rejected
65806,6563,2,15918,7.73,53,751,63791,0.46,2023-01-30,approved
65807,893,10,2633,11.62,33,649,38022,0.12,2024-03-20,rejected
65808,1175,8,20125,6.56,223,666,59913,0.17,2024-06-20,approved
65809,9012,9,529792,4.93,239,683,51986,0.48,2023-02-11,approved
65810,148,11,8884,11.32,26,686,41563,0.59,2022-04-19,rejected
65811,6881,4,11334,5.53,50,723,51049,0.52,2022-11-20,approved
65812,5691,4,36299,7.2,77,624,45150,0.3,2024-07-07,rejected
65813,7635,8,19677,6.31,161,705,40739,0.21,2023-05-05,rejected
65814,6255,5,77706,8.47,30,614,83210,0.44,2022-05-18,approved
65815,570,8,18339,5.38,224,738,45681,0.56,2023-11-28,approved
65816,8737,11,19058,13.9,27,664,46127,0.49,2023-01-13,rejected
65817,4319,6,41347,12.06,36,692,44021,0.53,2023-11-25,approved
65818,3903,11,26516,12.19,34,604,18609,0.55,2023-05-25,rejected
65819,7741,6,137299,9.84,78,649,49889,0.26,2022-11-05,approved
65820,7341,1,25870,14.67,55,653,65141,0.46,2022-11-15,rejected
65821,1389,13,4411,9.62,17,686,40148,0.28,2023-10-29,rejected
65822,1086,17,14172,8.57,41,636,47209,0.54,2023-05-14,rejected
65823,3606,14,10810,9.76,29,664,61462,0.45,2024-08-12,approved
65824,5717,8,36327,7.3,203,594,33639,0.5,2022-08-20,rejected
65825,5768,18,40205,5.73,57,663,41861,0.21,2022-07-15,approved
65826,5546,1,23462,10.21,34,728,61593,0.19,2024-10-08,rejected
65827,8114,16,431064,8.38,111,664,72206,0.31,2023-10-01,approved
65828,8385,18,43350,3.48,23,650,30779,0.55,2023-10-07,rejected
65829,6913,19,13882,10.13,13,664,49495,0.53,2025-03-05,approved
65830,7348,9,217048,2.68,352,671,70263,0.19,2024-05-20,rejected
65831,2090,13,1472,15.04,8,654,71402,0.6,2022-11-05,rejected
65832,2212,5,42525,9.57,15,701,65333,0.52,2023-03-09,rejected
65833,7638,14,10819,6.64,24,717,55551,0.51,2023-06-06,approved
65834,9495,11,34933,7.42,40,647,63438,0.49,2024-05-25,rejected
65835,8190,20,46146,10.19,37,742,36932,0.11,2024-08-13,rejected
65836,1039,18,45010,4.57,50,697,105979,0.28,2024-05-07,rejected
65837,5863,6,121179,13.94,53,653,52153,0.59,2023-08-16,approved
65838,1153,19,1388,13.06,16,671,56980,0.46,2023-06-10,approved
65839,5699,15,485679,3.19,151,709,22727,0.19,2022-10-04,approved
65840,2956,12,25259,9.65,37,720,73744,0.53,2022-05-07,rejected
65841,9557,19,12854,7.75,16,794,67617,0.59,2023-10-17,approved
65842,8593,7,128899,5.69,35,684,14504,0.26,2023-07-04,rejected
65843,3669,1,2166,12.51,39,682,53355,0.24,2025-01-11,rejected
65844,1731,18,41981,4.59,47,728,36699,0.26,2024-11-04,approved
65845,3818,16,271182,6.28,48,700,28491,0.38,2023-04-10,approved
65846,9507,17,194541,8.94,53,654,42852,0.3,2025-01-02,rejected
65847,807,20,4301,7.59,24,665,32043,0.52,2023-08-11,approved
65848,2752,2,30746,6.04,75,666,17267,0.14,2022-12-09,rejected
65849,1538,1,3325,8.49,41,636,53859,0.54,2022-03-27,approved
65850,9777,4,14396,9.14,57,649,37960,0.52,2022-07-10,approved
65851,6127,3,342601,4.38,138,704,87879,0.52,2024-10-13,rejected
65852,3197,5,30499,9.41,31,717,66762,0.38,2022-04-09,rejected
65853,536,2,33372,4.45,73,714,37573,0.39,2024-10-13,rejected
65854,171,17,110140,6.17,28,713,80221,0.19,2023-01-29,rejected
65855,7623,4,28894,4.83,32,654,83321,0.38,2023-12-12,approved
65856,8057,5,154031,11.97,21,702,80112,0.45,2022-05-08,approved
65857,9585,5,55523,11.73,71,745,12422,0.26,2024-08-22,rejected
65858,6322,2,47592,5.91,49,612,67891,0.55,2024-07-14,rejected
65859,2811,20,39611,13.41,32,674,31980,0.23,2022-09-20,rejected
65860,5721,20,1432,11.95,43,738,32975,0.42,2025-03-13,approved
65861,7432,3,285883,4.06,129,702,29827,0.37,2023-08-05,rejected
65862,3768,3,242588,3.96,304,669,57496,0.32,2022-07-12,approved
65863,5545,15,127977,2.33,358,752,54417,0.54,2024-10-05,approved
65864,4017,18,24777,6.07,23,668,33029,0.33,2023-06-12,rejected
65865,809,2,39489,7.24,80,658,60092,0.56,2025-02-24,approved
65866,9426,6,146468,12.63,23,638,64548,0.2,2022-08-22,rejected
65867,7234,2,33744,7.35,48,669,32686,0.17,2022-08-15,rejected
65868,9893,19,7756,10.75,23,682,64964,0.24,2024-10-18,rejected
65869,5616,12,3891,8.98,34,665,31045,0.1,2023-11-14,approved
65870,6001,11,14336,8.9,53,708,82709,0.35,2022-04-30,rejected
65871,6889,5,32605,5.33,100,686,32372,0.13,2024-11-14,rejected
65872,3689,18,8730,4.16,39,719,46596,0.53,2025-02-11,rejected
65873,9187,13,1646,10.09,18,667,59406,0.43,2024-04-23,approved
65874,8393,20,46631,5.45,33,602,49945,0.45,2022-08-21,rejected
65875,1419,10,4951,17.94,25,697,67153,0.24,2023-02-02,approved
65876,262,2,48421,4.14,46,708,45243,0.27,2024-10-03,rejected
65877,9430,20,38205,7.64,38,711,54987,0.12,2023-11-20,approved
65878,1773,13,3185,15.94,23,686,45153,0.54,2022-12-23,rejected
65879,2089,15,193021,4.38,333,712,50696,0.58,2024-09-21,approved
65880,3419,11,34450,13.91,12,642,61465,0.22,2024-01-09,rejected
65881,8710,14,27318,11.22,15,697,59568,0.44,2024-10-10,rejected
65882,3504,8,40997,6.58,205,580,29043,0.37,2022-07-16,rejected
65883,9562,3,499550,3.04,136,668,47452,0.41,2025-01-12,rejected
65884,1283,19,8268,6.64,22,660,58211,0.21,2024-02-21,rejected
65885,6092,4,10907,7.25,92,754,68921,0.53,2024-07-26,approved
65886,7297,14,21736,7.12,13,643,56730,0.33,2023-10-21,approved
65887,2705,12,28454,7.94,47,748,47877,0.6,2023-06-06,approved
65888,472,2,29529,6.26,71,638,71240,0.18,2024-05-19,approved
65889,9834,19,8600,7.9,16,650,102146,0.35,2024-01-10,approved
65890,96,13,3671,15.13,13,609,42488,0.12,2024-05-28,rejected
65891,1385,5,122502,7.13,83,662,53679,0.53,2022-09-11,rejected
65892,8095,20,30743,7.43,41,624,54289,0.58,2024-07-26,approved
65893,534,12,14540,9.45,31,677,62673,0.23,2023-11-18,approved
65894,7863,9,734830,2.82,265,640,34774,0.59,2023-03-30,rejected
65895,2737,16,165091,4.69,33,645,46627,0.33,2024-10-20,approved
65896,6343,6,137645,9.56,62,682,27036,0.11,2023-05-07,approved
65897,5127,5,111404,10.12,107,680,67455,0.21,2023-12-26,approved
65898,4538,12,6642,9.73,20,617,44596,0.34,2022-04-29,rejected
65899,1219,13,7705,8.9,19,701,23187,0.37,2024-08-23,rejected
65900,3265,2,16384,6.54,43,732,69887,0.19,2024-03-25,rejected
65901,8288,19,6664,6.44,22,665,48505,0.4,2022-07-03,rejected
65902,5562,19,2638,7.57,6,739,10218,0.19,2024-10-06,rejected
65903,1325,9,511019,4.84,159,671,44419,0.14,2023-08-04,rejected
65904,9950,16,172663,8.42,25,654,41866,0.56,2022-11-17,approved
65905,473,5,112661,6.17,88,670,39479,0.18,2024-03-11,approved
65906,346,11,12715,14.08,27,692,82329,0.52,2024-06-13,approved
65907,2193,9,306588,4.54,183,606,44523,0.55,2023-07-17,approved
65908,3896,6,127795,9.51,80,586,55885,0.39,2023-09-04,rejected
65909,517,6,12982,6.72,59,599,65248,0.56,2023-08-26,rejected
65910,6818,18,33683,5.51,41,610,43693,0.22,2025-02-19,rejected
65911,8210,1,6037,6.73,12,671,58753,0.23,2023-09-18,approved
65912,3639,8,15491,4.35,118,685,67484,0.43,2024-04-13,approved
65913,7260,7,225091,8.23,90,651,59597,0.44,2022-07-12,rejected
65914,1158,7,128416,5.67,28,627,38018,0.11,2024-11-16,rejected
65915,5427,20,2030,14.84,31,778,37866,0.35,2022-08-27,rejected
65916,5138,15,63653,2.13,174,674,54996,0.18,2024-01-03,approved
65917,7356,3,170083,3.82,346,767,59847,0.13,2024-06-21,approved
65918,2296,12,26490,6.51,36,652,39465,0.35,2022-08-28,rejected
65919,5364,8,18916,3.67,61,696,26116,0.24,2022-06-22,rejected
65920,8,12,38433,7.79,26,633,55074,0.11,2022-06-06,approved
65921,9579,1,6030,13.83,47,729,40862,0.49,2024-06-06,rejected
65922,6392,4,18602,5.33,109,680,64357,0.25,2024-01-04,approved
65923,2416,10,1150,12.54,8,671,39696,0.4,2025-03-21,rejected
65924,6941,1,15586,9.28,28,668,56476,0.19,2024-03-26,approved
65925,9467,14,20399,8.57,21,640,83260,0.46,2023-06-01,approved
65926,8038,12,8571,4.11,20,625,54659,0.41,2023-07-11,rejected
65927,564,18,33418,6.62,50,691,76170,0.52,2022-04-12,rejected
65928,1875,17,76374,5.76,26,702,65232,0.56,2024-12-11,approved
65929,1141,5,97550,6.63,89,695,37372,0.19,2025-01-01,rejected
65930,9985,13,4389,10.79,15,702,80966,0.18,2024-07-17,approved
65931,2449,2,16592,3.57,70,709,45902,0.53,2023-03-10,rejected
65932,2172,2,44948,5.61,80,645,46252,0.29,2024-11-14,approved
65933,4683,3,345267,2.9,281,678,51189,0.51,2023-07-23,approved
65934,2782,4,10218,5.1,51,615,57256,0.3,2023-06-09,rejected
65935,5392,13,5253,8.08,13,711,59600,0.59,2024-05-29,approved
65936,1166,10,3670,16.55,12,656,15056,0.55,2024-01-24,rejected
65937,2522,6,53687,13.12,14,749,53901,0.44,2023-09-17,approved
65938,3357,11,12480,7.36,59,693,50566,0.51,2022-07-14,rejected
65939,9556,10,3619,15.94,22,632,41111,0.2,2024-08-01,rejected
65940,5126,19,6618,9.54,10,635,26254,0.37,2022-04-07,approved
65941,5264,10,1652,15.69,31,623,76055,0.15,2024-09-06,approved
65942,7793,2,36897,3.77,61,708,57584,0.37,2022-07-30,rejected
65943,6062,2,29700,5.51,32,734,70152,0.44,2023-04-22,approved
65944,7722,12,6704,6.24,28,705,65557,0.39,2023-03-10,approved
65945,529,9,445302,2.78,218,658,39879,0.17,2023-02-13,approved
65946,3242,5,196456,5.9,111,681,56516,0.22,2024-02-11,rejected
65947,4257,4,33955,9.66,94,664,59724,0.14,2022-04-04,approved
65948,7338,16,450073,5.61,50,706,58573,0.18,2024-10-06,approved
65949,2039,12,22171,5.59,25,746,27665,0.48,2022-08-18,rejected
65950,4954,20,32158,10.45,43,667,52410,0.2,2022-04-12,rejected
65951,6810,9,529457,2.94,279,696,11119,0.4,2024-09-15,approved
65952,2648,5,28423,7.05,50,738,47083,0.35,2023-05-24,rejected
65953,1596,7,44875,8.67,71,712,53134,0.45,2023-05-29,approved
65954,9213,16,262744,7.57,106,643,51753,0.48,2025-02-25,approved
65955,5491,18,41814,6.86,23,729,55134,0.54,2022-08-13,approved
65956,1312,7,265217,5.44,103,696,26030,0.2,2024-05-12,rejected
65957,5409,3,154498,2.71,175,644,91827,0.1,2024-11-24,rejected
65958,6000,1,15854,7.66,58,596,45717,0.28,2025-03-08,approved
65959,7475,19,10453,9.61,17,815,96097,0.48,2023-12-10,approved
65960,3137,15,218421,3.65,339,699,65469,0.15,2024-11-02,approved
65961,9806,5,70529,6.74,105,682,67818,0.5,2022-10-31,approved
65962,619,8,27560,6.48,195,646,15793,0.54,2023-04-08,rejected
65963,923,15,305872,2.32,225,720,31170,0.47,2022-07-21,approved
65964,8190,8,9418,6.87,121,742,36932,0.14,2024-01-08,approved
65965,1995,18,32594,4.48,51,635,47656,0.3,2024-11-09,rejected
65966,9637,19,13554,10.1,18,621,88044,0.13,2024-02-17,approved
65967,3919,15,399582,2.58,306,673,87338,0.17,2022-07-15,approved
65968,495,13,4382,8.36,23,791,68089,0.2,2023-07-23,approved
65969,5482,14,25747,11.62,35,625,102093,0.28,2023-09-28,approved
65970,644,17,153082,7.35,22,659,-15925,0.28,2024-12-13,rejected
65971,5429,16,231155,6.94,112,733,65010,0.35,2024-08-01,rejected
65972,8868,20,2266,10.07,17,650,41381,0.29,2024-12-03,rejected
65973,133,7,272793,4.68,27,662,48335,0.52,2022-07-12,rejected
65974,9386,14,11999,5.99,30,602,68116,0.3,2022-11-23,approved
65975,7610,9,981285,2.78,185,689,79614,0.52,2023-12-25,approved
65976,9471,19,12273,9.2,19,670,60711,0.55,2022-11-21,approved
65977,8371,14,25925,11.33,19,669,78745,0.52,2023-10-19,approved
65978,5306,6,147131,6.63,59,687,56194,0.16,2024-07-20,rejected
65979,7851,2,40252,7.74,72,567,86387,0.14,2024-05-17,approved
65980,23,2,17987,5.16,33,762,47577,0.43,2022-05-12,approved
65981,1834,20,41205,14.45,58,714,30879,0.17,2023-01-06,rejected
65982,2766,5,130996,10.32,33,679,48364,0.24,2025-02-01,approved
65983,3715,8,13123,4.31,73,705,71336,0.13,2022-05-24,approved
65984,6485,6,24048,6.67,20,662,60524,0.41,2024-04-04,approved
65985,6034,8,23695,6.76,180,626,42629,0.53,2023-03-11,rejected
65986,7587,1,10873,10.38,34,755,49105,0.16,2023-05-13,rejected
65987,8991,2,14963,3.95,35,730,49782,0.26,2022-05-06,rejected
65988,9908,10,3587,16.8,26,698,67091,0.39,2024-07-17,approved
65989,5129,20,5361,11.19,59,680,77558,0.25,2024-06-15,approved
65990,276,9,983222,3.78,215,734,61993,0.52,2023-07-28,rejected
65991,4548,20,39453,9.88,33,658,13486,0.33,2023-08-14,rejected
65992,6613,6,144441,13.55,73,774,60713,0.39,2024-10-07,approved
65993,527,16,194368,6.94,89,640,105250,0.4,2024-06-25,approved
65994,9905,12,23122,4.78,29,718,51539,0.17,2024-08-22,approved
65995,7298,20,42179,10.08,16,646,63435,0.34,2022-09-05,rejected
65996,3286,14,4259,9.78,27,632,41281,0.39,2023-08-07,rejected
65997,2565,15,42693,3.96,92,718,46143,0.42,2022-05-02,approved
65998,5632,8,18055,6.82,113,628,41211,0.44,2023-09-21,rejected
65999,1559,8,21108,4.02,100,743,10289,0.37,2025-02-21,approved
66000,7141,12,7847,4.32,21,659,67810,0.47,2022-11-09,approved
66001,1184,20,17923,13.31,17,634,38980,0.32,2023-04-27,approved
66002,2411,19,9385,8.92,14,644,59077,0.47,2023-01-23,rejected
66003,9582,1,5550,12.37,35,659,44691,0.15,2022-05-29,rejected
66004,5048,17,36746,8.59,25,571,12781,0.43,2024-08-02,rejected
66005,7583,13,1316,10.15,22,637,40093,0.22,2024-09-07,approved
66006,4882,20,22943,11.67,58,708,36560,0.29,2023-08-06,rejected
66007,8376,20,19574,12.48,31,709,42661,0.37,2022-12-18,rejected
66008,1213,8,14941,4.51,73,711,43822,0.5,2022-05-03,approved
66009,8241,18,38938,5.61,39,673,68965,0.35,2024-04-18,approved
66010,3763,18,42916,6.9,37,765,32109,0.19,2024-03-19,approved
66011,3967,2,10095,4.83,78,621,47484,0.41,2023-06-14,rejected
66012,3349,14,22258,6.03,29,653,46184,0.37,2024-02-05,rejected
66013,735,9,663572,4.07,193,701,36633,0.19,2023-09-19,approved
66014,1556,9,881582,4.15,350,620,62976,0.55,2024-01-10,rejected
66015,923,15,97752,2.8,203,720,31170,0.15,2024-09-05,approved
66016,2476,19,8726,8.95,18,697,39041,0.1,2024-03-23,rejected
66017,6477,16,191947,8.67,26,719,56179,0.48,2022-11-08,approved
66018,3027,10,2016,16.13,33,668,85037,0.49,2022-12-29,approved
66019,4593,20,43643,6.27,18,616,58220,0.52,2023-01-01,rejected
66020,6864,13,6762,15.49,12,700,59429,0.36,2024-06-13,approved
66021,6280,14,9605,6.91,22,740,38419,0.21,2022-05-24,rejected
66022,3734,9,694922,4.74,166,605,65455,0.52,2022-09-22,rejected
66023,6729,15,320408,4.89,62,661,91280,0.54,2023-12-23,rejected
66024,5810,2,29174,7.93,74,711,43287,0.23,2023-05-12,rejected
66025,5789,18,14503,6.42,26,630,47836,0.19,2024-10-30,rejected
66026,1724,10,938,17.56,33,644,74207,0.28,2024-05-03,rejected
66027,8477,20,8155,9.83,13,673,35661,0.48,2022-06-08,approved
66028,1491,10,3852,8.05,32,791,43162,0.21,2022-12-06,approved
